title,filename,category,folder,authorship,content_type,description,size_mb,confidence,source_path,dest_path,status
What's the Difference between Anxiety and Stress,Whats the Difference between Anxiety and Stress.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without viewing the actual content of the document,0.71,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/BUNDLEReducingAnxiety 2/02-Articles/2-Pages/Whats the Difference between Anxiety and Stress.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Whats the Difference between Anxiety and Stress.pages,COPIED
Why Clearing Mental Clutter Is so Important,Why Clearing Mental Clutter Is so Important.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,"Unknown (appears to be a Pages document, but can't determine if book, article, etc.)",Unable to provide description without seeing the actual content,0.76,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/BUNDLEDeclutterYourMind/02-Articles/2-Pages/Why Clearing Mental Clutter Is so Important.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Why Clearing Mental Clutter Is so Important.pages,COPIED
Why Do We Repeatedly Do the Unnecessary,Why Do We Repeatedly Do the Unnecessary.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,"Unknown (appears to be a Pages document, but type unclear without content)","Unable to describe without seeing actual content. Title suggests it may explore patterns of unnecessary behavior, possibly related to recovery or personal development themes.",0.8,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Elimination/03-Branding/01-Articles/03-pages/Why Do We Repeatedly Do the Unnecessary.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Why Do We Repeatedly Do the Unnecessary.pages,COPIED
Why Embracing Challenges Leads to Personal Evolution,Why Embracing Challenges Leads to Personal Evolution.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (appears to be a Pages document),Cannot determine without access to actual content. The title suggests personal development material about growth through challenges.,0.77,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/SHAREABLEDevelopingAGrowthMindset/01-BlogPosts/03-PAGES/Why Embracing Challenges Leads to Personal Evolution.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Why Embracing Challenges Leads to Personal Evolution.pages,COPIED
Why Worry,Why Worry eBook.docx,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without seeing the actual content,0.19,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/Why Worry eBook.docx,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Why Worry eBook.docx,COPIED
Why Worry,Why Worry eBook.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,Cannot determine without access to actual content,0.91,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/Why Worry eBook.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Why Worry eBook.pages,COPIED
Why Worry Workbook,WhyWorryWorkbook.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,PLR content,A self-help workbook focused on managing worry and preventing it from holding people back from taking action and making progress in life. The content appears to be generic personal development materia,0.71,MEDIUM,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/WhyWorryWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/WhyWorryWorkbook.pdf,COPIED
Wings of Christmas Cheer,Wings of Christmas Cheer.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A Christmas-themed story that appears to blend faith elements with holiday storytelling, focusing on themes of hope, redemption, and spiritual transformation during the Christmas season.",3.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/Wings of Christmas Cheer.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Wings of Christmas Cheer.pdf,COPIED
Working Through It,WorkingThroughIt.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (cannot read .pages file),Unable to analyze - file format not accessible. Title suggests possible recovery or self-help content.,3.2,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Claude ReWritten Files/TuneOut/02-LeadGen/01-Lead Gen Report/WorkingThroughIt.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/WorkingThroughIt.pages,COPIED
You Weren't Born with Mental Discipline But You Can Develop It,You Werent Born with Mental Discipline But You Can Develop It.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (appears to be a book based on filename structure),Unable to provide description without access to actual content,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/MentalMuscle/03-Branding/01-Articles/03-pages/You Werent Born with Mental Discipline But You Can Develop It.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/You Werent Born with Mental Discipline But You Can Develop It.pages,COPIED
Your Cave-Dwelling Ancestors Are to Blame for Your Anxiety,Your Cave-Dwelling Ancestors Are to Blame for Your Anxiety.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,"Unknown (could be book, article, or other)",Unable to determine without access to the actual content. The title suggests content about anxiety from an evolutionary perspective.,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/BUNDLEReducingAnxiety 2/02-Articles/2-Pages/Your Cave-Dwelling Ancestors Are to Blame for Your Anxiety.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Your Cave-Dwelling Ancestors Are to Blame for Your Anxiety.pages,COPIED
8 Simple Steps To Affiliate Marketing Riches,8 simple steps to affiliate marketing riches (2019_07_29 16_12_18 UTC).pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"An instructional e-book by Nathan Lucas about affiliate marketing strategies, covering topics like choosing profitable niches, selecting products to promote, and building an online marketing system.",6.84,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Bob's  Folder/Legendary Marketing Folder/8 simple steps to affiliate marketing riches (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/8 simple steps to affiliate marketing riches (2019_07_29 16_12_18 UTC).pdf,COPIED
90 Day Workbook To Youtube Growth,90 Day Workbook To Youtube Growth.pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A workbook designed to guide users through a 90-day program for growing their YouTube channel, though the sample pages are mostly blank or contain minimal visible content.",6.79,MEDIUM,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bonuses-NanaoBanana/90Day-Workbook-to-Grow-Your-130124578/90 Day Workbook To Youtube Growth.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/90 Day Workbook To Youtube Growth.pdf,COPIED
90 Day Workbook To Youtube Growth,90 Day Workbook To Youtube Growth.pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A workbook designed to guide users through a 90-day program for growing their YouTube channel, with structured exercises and planning sections.",6.79,HIGH,/Users/robertburr/Downloads/Bonuses-NanaoBanana/90Day-Workbook-to-Grow-Your-130124578/90 Day Workbook To Youtube Growth.pdf,,DUPLICATE_SKIPPED
AI YouTube Masterclass,AI YouTube Masterclass - Book.pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A comprehensive guide teaching content creators how to leverage artificial intelligence tools and strategies to enhance their YouTube presence, covering topics from automated video editing to monetiza",2.48,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/22 High-Impact AI Video Courses/AI YouTube Domination Blueprint/AI YouTube Masterclass/AI YouTube Masterclass - Book.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/AI YouTube Masterclass - Book.pdf,COPIED
AI YouTube Masterclass,AI YouTube Masterclass - Book.pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A comprehensive guide teaching content creators how to use AI tools and automation to enhance their YouTube channels, covering topics from video editing to monetization strategies.",2.48,HIGH,/Users/robertburr/Downloads/22 High-Impact AI Video Courses/AI YouTube Domination Blueprint/AI YouTube Masterclass/AI YouTube Masterclass - Book.pdf,,DUPLICATE_SKIPPED
"Amazon Seller Bookkeeping: How to Set Up & Maintain Your Books Quickly & Easily for Your FBA, FBM and E-commerce Business Operations",Amazon-Seller-Bookkeeping.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A comprehensive guide for Amazon sellers on how to set up and maintain bookkeeping systems, specifically using QuickBooks, written by Matthew Remuzzi, MBA.",3.72,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/MANbrands/Amazon-Seller-Bookkeeping.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Amazon-Seller-Bookkeeping.pdf,COPIED
"Amazon Seller Bookkeeping: How to Set Up & Maintain Your Books Quickly & Easily for Your FBA, FBM and E-commerce Business Operations",Amazon-Seller-Bookkeeping.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A comprehensive guide for Amazon sellers on how to properly set up and maintain bookkeeping systems using QuickBooks, written by Matthew Remuzzi, MBA.",3.72,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/MANbrands/Amazon-Seller-Bookkeeping.pdf,,DUPLICATE_SKIPPED
Best Product 2019,Best_Product_2019 (2019_07_29 16_12_18 UTC).pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"An e-commerce guide listing and analyzing the top 10 best-selling products across multiple categories (women's clothing, men's clothing, home products, jewelry, beauty, etc.) for online sellers in 201",7.84,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Best_Product_2019 (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Best_Product_2019 (2019_07_29 16_12_18 UTC).pdf,COPIED
Circle of Profit,COP3.0-Chapter-1and2.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A business guide teaching a systematic approach to building an online information business, written by an entrepreneur sharing their 19-year journey and proven system for monetizing information produc",1.51,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/COP3.0-Chapter-1and2.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/COP3.0-Chapter-1and2.pdf,COPIED
Circle of Profit 3.0,COP3.0-Chapter-1and2.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A guide to building an online information business using the ""Circle of Profit"" system, written in first person by someone who built a $40 million company over 19 years.",1.51,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/COP3.0-Chapter-1and2.pdf,,DUPLICATE_SKIPPED
Create & Sell Children's Books On Amazon KDP,Create & Sell Children_s Books On Amazon KDP (8.625 × 11.25 in).pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A comprehensive step-by-step guide teaching readers how to write, design, and publish children's books on Amazon's Kindle Direct Publishing platform, including instructions for using Canva for design ",3.43,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bonuses-NanaoBanana/Create-Sell-Childrens-Books-Amazon-116331950/Create & Sell Children_s Books On Amazon KDP (8.625 × 11.25 in).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Create & Sell Children_s Books On Amazon KDP (8.625 × 11.25 in).pdf,COPIED
Create & Sell Children's Books On Amazon KDP,Create & Sell Children_s Books On Amazon KDP (8.625 × 11.25 in).pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A step-by-step guide teaching readers how to write, design, and publish children's books on Amazon Kindle Direct Publishing, including instructions for using Canva for design and marketing strategies.",3.43,HIGH,/Users/robertburr/Downloads/Bonuses-NanaoBanana/Create-Sell-Childrens-Books-Amazon-116331950/Create & Sell Children_s Books On Amazon KDP (8.625 × 11.25 in).pdf,,DUPLICATE_SKIPPED
Cryptocurrencies 101,Crypto Currencies (2019_07_29 16_12_18 UTC).pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A guide to cryptocurrency investing that explains the basics of crypto, warns against scams, and provides investment strategies, written by an author with programming and internet business background ",2.17,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Bob's  Folder/Crypto Research/Crypto Currencies (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Crypto Currencies (2019_07_29 16_12_18 UTC).pdf,COPIED
Dropshipping 101,Oberlo_Dropshipping101.01 (2019_07_29 16_12_18 UTC).pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A comprehensive guide to starting and running a dropshipping business, covering everything from choosing a niche to growing the business.",5.88,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/Desktop/Oberlo_Dropshipping101.01 (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Oberlo_Dropshipping101.01 (2019_07_29 16_12_18 UTC).pdf,COPIED
Dropshipping 101,Oberlo_Dropshipping101.01 (2019_07_29 16_12_18 UTC).pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A comprehensive guide to starting and growing a dropshipping business, covering everything from choosing a niche to marketing strategies and scaling operations.",5.88,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Oberlo_Dropshipping101.01 (2019_07_29 16_12_18 UTC).pdf,,DUPLICATE_SKIPPED
Free Traffic Full Layout,Free Traffic Full Layout (2019_07_29 16_12_18 UTC).pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"An ebook guide teaching ecommerce store owners how to generate free traffic through influencer marketing partnerships, networking strategies, and content creation without relying on paid advertising.",9.53,HIGH,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/Desktop/Free Traffic Full Layout (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Free Traffic Full Layout (2019_07_29 16_12_18 UTC).pdf,COPIED
Freelance Marketing Secrets: Your Step-By-Step Guide to Launching Your HIGH PROFIT Freelance Marketing Career,Freelance Marketing Handbook - Antonio V1.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A handbook by Keala Kanae teaching readers how to launch a freelance marketing career from home, including strategies for finding audiences, promoting affiliate products, and earning commissions.",12.48,HIGH,/Users/robertburr/Documents/Freelance Marketing Handbook - Antonio V1.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Freelance Marketing Handbook - Antonio V1.pdf,COPIED
Google Ads AI Expertise,Google Ads AI Expertise - Book.pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"An instructional book about leveraging artificial intelligence in Google Ads campaigns, covering topics from basic setup to advanced optimization techniques and future trends in AI-powered advertising",1.65,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/22 High-Impact AI Video Courses/Google Ads AI Expertise/Google Ads AI Expertise/Google Ads AI Expertise - Book.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/Google Ads AI Expertise - Book.pdf,COPIED
Google Ads AI Expertise,Google Ads AI Expertise - Book.pdf,03 Business and Marketing,03_Business_and_Marketing,UNKNOWN,book,"A comprehensive guide teaching marketers how to leverage artificial intelligence features within Google Ads for more effective online advertising campaigns, covering setup, optimization, audience targ",1.65,HIGH,/Users/robertburr/Downloads/22 High-Impact AI Video Courses/Google Ads AI Expertise/Google Ads AI Expertise/Google Ads AI Expertise - Book.pdf,,DUPLICATE_SKIPPED
HOW I MADE $1.1 MILLION IN 12 DAYS Using 5 Simple Steps & My Email List!,5-step-system-book-v2.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,"A book by Anik Singal teaching a 5-step email marketing system for building online businesses, including examples of his million-dollar campaigns and strategies for list building.",13.48,HIGH,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/5-step-system-book-v2.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/03_Business_and_Marketing/5-step-system-book-v2.pdf,COPIED
HOW I MADE $1.1 MILLION IN 12 DAYS Using 5 Simple Steps & My Email List!,5-step-system-book-v2.pdf,03 Business and Marketing,03_Business_and_Marketing,OTHER_AUTHOR,book,A business/marketing book by Anik Singal teaching readers how to build profitable online businesses using email marketing through a 5-step system.,13.48,HIGH,/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/5-step-system-book-v2.pdf,,DUPLICATE_SKIPPED
